city,country,lat,lng,Revenue,qty
South Monroe,United States,41.893,-83.4179,12000.0,8.0
South St. Paul,United States,44.8877,-93.0411,9000.0,6.0
South Whittier,United States,33.9336,-118.0311,7134.5,5.0
Southern Pines,United States,35.1921,-79.4042,7520.0,5.0
Southgate,United States,42.2047,-83.2057,3999.88,4.0
Southport,United States,42.04,-76.8774,2851.9,2.0
Southside,United States,33.9007,-86.0237,10507.0,7.0
Spanaway,United States,47.0979,-122.4233,14980.0,10.0
Spanish Lake,United States,38.7885,-90.2078,7003.22,7.0
Sparta,United States,41.0486,-74.6264,2849.886,3.0
Spearfish,United States,44.4912,-103.8167,7500.0,5.0
Speedway,United States,39.7937,-86.2479,7994.48,8.0
Spring Grove,United States,42.4547,-88.2404,6501.299999999999,3.0
Springfield,United States,30.1713,-85.6089,1426.8999999999999,1.0
Springfield,United States,36.4943,-86.8709,4280.7,3.0
Springfield,United States,37.1943,-93.2915,13500.0,9.0
Springfield,United States,42.1155,-72.5395,13482.0,9.0
Springfield,United States,42.3246,-85.2371,4748.86,5.0
Spárti,Greece,37.0737,22.4297,2998.89,3.0
St. Augustine Beach,United States,29.8414,-81.2713,3000.75,3.0
St. Clair,United States,42.8262,-82.493,2998.0,2.0
St. Francis,United States,45.3991,-93.3902,9499.145,10.0
St. Johns,United States,43.0001,-84.5563,4269.3,3.0
St. Martinville,United States,30.1263,-91.8319,12357.467,5.5
St. Paul,United States,44.9477,-93.104,12850.65,9.0
St. Peter,United States,44.3296,-93.9659,4506.0,3.0
St. Petersburg,United States,27.793,-82.6652,7120.25,5.0
Stafford,United States,29.6271,-95.5653,13500.0,9.0
Steger,United States,41.4723,-87.6183,12833.55,9.0
Steinbach,Canada,49.5171,-96.6833,10521.0,7.0
Sterling,United States,40.6207,-103.1919,4751.662499999999,5.0
Stockton,United States,37.9766,-121.3111,3800.5699999999997,4.0
Stony Brook,United States,40.906,-73.1278,14751.4575,7.5
Storm Lake,United States,42.6431,-95.197,8001.52,8.0
Stow,United States,42.4298,-71.5115,4269.3,3.0
Stralsund,Germany,54.3004,13.1,12657.3915,5.5
Strelka,Russia,61.867,152.2502,14990.0,10.0
Strendur,Faroe Islands,62.1096,-6.7617,19970.9,7.0
Sturgeon Bay,United States,44.8228,-87.3661,5700.0,4.0
Sturgis,United States,44.411,-103.4976,12501.25,5.0
Stuttgart,Germany,48.78,9.2,3499.24,1.5
Sucre,Bolivia,-19.041,-65.2595,1500.0,1.0
Suffield,United States,41.9945,-72.6789,6645.4115,7.0
Suffolk,United States,36.6953,-76.6398,8997.48,9.0
Sugarcreek,United States,41.438,-79.8183,2851.6530000000002,3.0
Suihua,China,46.6304,126.98,5700.0,4.0
Suileng,China,47.246,127.106,6000.0,4.0
Suitland,United States,38.8492,-76.9225,13518.0,9.0
Sullivan,United States,38.2127,-91.1637,8567.1,6.0
Sumba,Faroe Islands,61.4055,-6.709,2850.0,2.0
Sumbe,Angola,-11.21,13.85,7999.44,8.0
Summerlin South,United States,36.1242,-115.3324,14114.73,6.0
Summit Park,United States,40.7432,-111.5814,5696.2,4.0
Sumqayıt,Azerbaijan,40.58,49.63,11984.0,8.0
Sun City Center,United States,27.7149,-82.3569,5700.227999999999,6.0
Sunset,United States,41.1392,-112.0285,9006.0,6.0
Sunset Hills,United States,38.531,-90.4088,12807.9,9.0
Suntar,Russia,62.1444,117.6319,4750.474999999999,5.0
Surin,Thailand,14.8868,103.4915,10521.0,7.0
Surt,Libya,31.21,16.59,6999.79,7.0
Susques,Argentina,-23.4167,-66.4833,8567.1,6.0
Suwanee,United States,34.0507,-84.0687,7120.25,5.0
Suzhou,China,31.3005,120.62,3802.546,4.0
Sveta Trojica v Slovenskih Goricah,Slovenia,46.5767,15.8769,11984.0,8.0
Swainsboro,United States,32.5866,-82.3345,14250.0,10.0
Swansboro,United States,34.6957,-77.1356,1900.0569999999998,2.0
Sweet Home,United States,44.4023,-122.7028,950.437,1.0
Sweetwater,United States,35.6029,-84.4717,2998.0,2.0
Swift Current,Canada,50.2837,-107.7666,7001.82,7.0
Sylvester,United States,31.53,-83.8338,6649.268499999999,7.0
Syracuse,United States,41.4226,-85.7492,2998.0,2.0
Syracuse,United States,43.0409,-76.1438,6995.17,7.0
São Borja,Brazil,-28.6596,-56.01,11422.8,8.0
São João del Rei,Brazil,-21.13,-44.25,8538.6,6.0
São João dos Angolares,Sao Tome And Principe,0.1342,6.6494,1499.0,1.0
São Lourenço do Sul,Brazil,-31.37,-51.98,2996.0,2.0
São Luís,Brazil,-2.516,-44.266,13509.0,9.0
São Paulo,Brazil,-23.5587,-46.625,1502.0,1.0
Séguéla,Côte D’Ivoire,7.9504,-6.67,5000.75,5.0
Sāveh,Iran,35.0218,50.3314,3998.68,4.0
Ta Khmau,Cambodia,11.4833,104.95,7125.0,5.0
Tadjourah,Djibouti,11.7833,42.9,5999.82,6.0
Tae-dong,"Korea, North",40.6171,125.4501,14240.5,10.0
Taft,United States,35.1267,-119.4243,8544.3,6.0
Taganrog,Russia,47.23,38.92,13527.0,9.0
Taguig City,Philippines,14.5289,121.0723,3798.6699999999996,4.0
Taichung,Taiwan,24.1521,120.6817,3002.0,2.0
Tall ‘Afar,Iraq,36.376,42.4497,12833.55,9.0
Tamalpais-Homestead Valley,United States,37.8793,-122.5382,2000.3,2.0
Tamuramachi-moriyama,Japan,37.41,140.38,1900.361,2.0
Taneytown,United States,39.657,-77.1683,4000.16,4.0
Tangdukou,China,27.0,111.2001,9961.699999999999,7.0
Tangshan,China,39.6243,118.1944,11400.0,8.0
Tanjungpinang,Indonesia,0.9168,104.4714,17049.9335,5.333333333333333
Tanque Verde,United States,32.2687,-110.7437,11392.4,8.0
Taoudenni,Mali,22.6666,-3.9834,4999.9,5.0
Tapachula,Mexico,14.9,-92.27,13518.0,9.0
Targovishte,Bulgaria,43.2592,26.5892,7129.75,5.0
Tari,Papua New Guinea,-5.845,142.9467,7515.0,5.0
Tarpon Springs,United States,28.1493,-82.7623,2994.0,2.0
Tarrant,United States,33.5945,-86.7684,1498.0,1.0
Tarsus,Turkey,36.9204,34.88,999.59,1.0
Tatabánya,Hungary,47.55,18.433,6995.31,7.0
Taunggyi,Burma,20.782,97.038,10932.0015,4.0
Taunton,United Kingdom,51.0211,-3.1047,4750.0475,5.0
Taupo,New Zealand,-38.693,176.0771,1500.0,1.0
Tauragė,Lithuania,55.2522,22.2897,7129.75,5.0
Taylor,United States,30.5743,-97.4233,10521.0,7.0
Tea,United States,43.4511,-96.8339,1900.19,2.0
Teeli,Russia,51.0333,90.2333,1426.8999999999999,1.0
Tegucigalpa,Honduras,14.102,-87.2175,10514.0,7.0
Tellico Village,United States,35.6977,-84.2661,5702.906999999999,6.0
Telšiai,Lithuania,55.9831,22.2343,11984.0,8.0
Tema,Ghana,5.6404,0.01,5703.8,4.0
Temple Hills,United States,38.8106,-76.9495,5703.021,6.0
Tenafly,United States,40.9175,-73.9531,5699.031,6.0
Termiz,Uzbekistan,37.2329,67.2729,11415.199999999999,8.0
Terrell,United States,32.7341,-96.2939,9499.81,10.0
Terrell Hills,United States,29.4771,-98.4471,13527.0,9.0
Tessalit,Mali,20.2014,1.0888,8555.3865,9.0
Tete,Mozambique,-16.17,33.58,7510.0,5.0
Tetovo,Macedonia,42.0092,20.9701,7515.0,5.0
Texas City,United States,29.4128,-94.9658,18989.6,6.5
Thames,New Zealand,-37.1384,175.5853,11400.0,8.0
Thatcher,United States,32.832,-109.7595,5997.54,6.0
Thessaloníki,Greece,40.6961,22.885,8988.300000000001,9.0
Thornton,United States,39.9205,-104.9443,24809.0,8.5
Thung Song,Thailand,8.154,99.7286,5996.0,4.0
Tianjin,China,39.13,117.2,7003.57,7.0
Tifton,United States,31.4625,-83.5205,14259.5,10.0
Tinipuka,Indonesia,-4.5496,136.89,5998.68,6.0
Titusville,United States,28.5727,-80.8193,1425.0,1.0
Toccoa,United States,34.5807,-83.3256,4280.7,3.0
Tokat,Turkey,40.306,36.563,11694.632,5.0
Tolleson,United States,33.4484,-112.2561,7500.0,5.0
Toluca,Mexico,19.3304,-99.67,6012.0,4.0
Tomaž pri Ormožu,Slovenia,46.4842,16.0836,10486.0,7.0
Tonawanda,United States,43.0105,-78.8805,1499.0,1.0
Tongchuanshi,China,35.08,109.03,9500.38,10.0
Tongren,China,27.6804,109.13,7604.408,8.0
Torrance,United States,33.8346,-118.3417,3004.0,2.0
Touba,Côte D’Ivoire,8.28,-7.684,4280.7,3.0
Town and Country,United States,38.6317,-90.4789,9975.0,7.0
Tracy,United States,37.726,-121.444,19192.4,6.5
Trancas,Argentina,-26.2167,-65.2833,7129.75,5.0
Traralgon,Australia,-38.1996,146.53,2852.5649999999996,3.0
Travelers Rest,United States,34.9684,-82.4417,1500.0,1.0
Trebnje,Slovenia,45.9042,15.0217,5692.59,6.0
Trinidad,Bolivia,-14.8334,-64.9,4500.0,3.0
Trinidad,Uruguay,-33.5169,-56.8981,14970.0,10.0
Trinity,United States,35.8756,-80.0093,5696.2,4.0
Tripoli,Lebanon,34.42,35.87,13138.5,4.5
Tripoli,Libya,32.8925,13.18,14980.0,10.0
Troy,United States,42.7354,-73.6751,3000.0,2.0
Troyes,France,48.3404,4.0834,9006.0,6.0
Trujillo,Honduras,15.9104,-85.96,15030.0,10.0
Trzin,Slovenia,46.1333,14.5667,5004.1,5.0
Tsirang,Bhutan,27.0219,90.1229,14240.5,10.0
Tualatin,United States,45.3772,-122.7746,1899.5249999999999,2.0
Tucano,Brazil,-10.9696,-38.79,998.47,1.0
Tukums,Latvia,56.9676,23.1555,2998.92,3.0
Tukwila,United States,47.4748,-122.2727,4494.0,3.0
Tumbes,Peru,-3.57,-80.46,7490.0,5.0
Tumkūr,India,13.33,77.1,2855.7,2.0
Tuncurry,Australia,-32.1931,152.5266,4275.0,3.0
Tupiza,Bolivia,-21.4396,-65.72,1999.18,2.0
Turbat,Pakistan,25.9918,63.0718,7115.5,5.0
Tyumen’,Russia,57.14,65.53,11392.4,8.0
Türkmenbaşy,Turkmenistan,40.023,52.9697,6650.9974999999995,7.0
Ubon Ratchathani,Thailand,15.25,104.83,5999.34,6.0
Uglegorsk,Russia,49.0833,142.0333,8549.658,9.0
Uitenhage,South Africa,-33.7596,25.39,7120.25,5.0
Ulan-Ude,Russia,51.825,107.625,9968.35,7.0
Ul’kan,Russia,55.9004,107.7833,3999.04,4.0
Umatilla,United States,45.912,-119.3145,1502.0,1.0
Umm Şalāl ‘Alī,Qatar,25.4697,51.3975,1425.0,1.0
Umtata,South Africa,-31.58,28.79,12833.55,9.0
Uniondale,United States,40.7176,-73.5947,999.93,1.0
University,United States,28.0771,-82.4335,7495.0,5.0
University Place,United States,47.2148,-122.546,7115.5,5.0
University of Virginia,United States,38.0405,-78.5163,5700.0,6.0
Upata,Venezuela,8.0204,-62.41,9006.0,6.0
Upper Arlington,United States,40.0272,-83.0704,6654.3225,7.0
Upper Hutt,New Zealand,-41.1355,175.029,5703.8,4.0
Upper Sandusky,United States,40.8298,-83.272,4503.0,3.0
Urbana,United States,40.1106,-88.1972,12833.55,9.0
Urganch,Uzbekistan,41.56,60.64,9489.55,10.0
Usakos,Namibia,-21.9995,15.58,10507.0,7.0
Ust’-Ilimsk,Russia,57.99,102.6333,2849.5725,3.0
Ust’-Nera,Russia,64.5666,143.2,8544.3,6.0
Utica,United States,43.0961,-75.226,9968.35,7.0
Uttaradit,Thailand,17.6316,100.0972,9968.35,7.0
Vacaria,Brazil,-28.4996,-50.94,14980.0,10.0
Vail,United States,32.0217,-110.6937,3002.0,2.0
Vaiņode,Latvia,56.4185,21.8541,4277.849999999999,3.0
Valença,Brazil,-13.3596,-39.08,2851.026,3.0
Valinda,United States,34.04,-117.9301,10507.0,7.0
Valladolid,Mexico,20.6704,-88.2,14980.0,10.0
Vallejo,United States,38.1133,-122.2359,27000.0,9.0
Vandalia,United States,39.8791,-84.193,9000.09,9.0
Vanimo,Papua New Guinea,-2.69,141.304,13491.0,9.0
Varaždin,Croatia,46.3044,16.3378,7120.25,5.0
Varėna,Lithuania,54.2155,24.5754,9506.364999999998,10.0
Vecpiebalga,Latvia,57.0618,25.8179,1427.85,1.0
Veneta,United States,44.0471,-123.3514,3803.116,4.0
Venice,United States,27.1164,-82.4135,1500.0,1.0
Ventspils,Latvia,57.3899,21.5606,2855.7,2.0
Verkhnevilyuysk,Russia,63.4457,120.3167,10486.0,7.0
Vermilion,United States,41.4103,-82.3214,19388.0,8.0
Vernal,United States,40.4517,-109.5379,8994.0,6.0
Veszprém,Hungary,47.091,17.911,9981.65,7.0
Victoria,Canada,48.4333,-123.35,14990.0,10.0
Victoria,Malta,36.0444,14.2397,2001.34,2.0
Vicuña,Chile,-30.0295,-70.74,17336.55,6.0
Vidalia,United States,32.2125,-82.4019,13500.0,9.0
Vidin,Bulgaria,43.99,22.8725,7510.0,5.0
Vienna,Austria,48.2,16.3666,9000.0,6.0
Vila Bela da Santíssima Trindade,Brazil,-15.0,-59.95,11377.199999999999,8.0
Villa Mercedes,Argentina,-33.6896,-65.47,13491.0,9.0
Village St. George,United States,30.3598,-91.0672,11984.0,8.0
Villarrica,Chile,-39.28,-72.23,5992.0,4.0
Villas,United States,39.0157,-74.935,11846.2,4.0
Vine Grove,United States,37.813,-85.9827,7351.1,2.5
Vipava,Slovenia,45.8467,13.9631,8982.0,6.0
Visalia,United States,36.3276,-119.3269,7597.415999999999,8.0
Vitomarci,Slovenia,46.5275,15.9394,999.52,1.0
Volgodonsk,Russia,47.51,42.1599,12825.0,9.0
Vryheid,South Africa,-27.76,30.79,7120.25,5.0
Vršac,Serbia,45.1175,21.2983,4752.992499999999,5.0
Vushtrri,Kosovo,42.8231,20.9675,7115.5,5.0
Võru,Estonia,57.8339,27.0194,1000.64,1.0
Vũng Tàu,Vietnam,10.3554,107.085,3799.1639999999998,4.0
Wad Medani,Sudan,14.4,33.52,14980.0,10.0
Wade Hampton,United States,34.8821,-82.3336,8532.9,6.0
Wagoner,United States,35.9641,-95.3791,8993.07,9.0
Wahiawa,United States,21.5004,-158.0198,12833.55,9.0
Waimanalo,United States,21.3421,-157.7303,5996.0,4.0
Wakefield,United Kingdom,53.7,-1.4833,11392.4,8.0
Wakiso,Uganda,0.4044,32.4594,3998.64,4.0
Walker,United States,30.485,-90.8658,10493.0,7.0
Walker Mill,United States,38.8754,-76.8862,3847.5294999999996,2.0
Walterboro,United States,32.901,-80.676,7115.5,5.0
Wangdue Phodrang,Bhutan,27.4333,89.9167,1427.85,1.0
Wappinger,United States,41.59,-73.8918,11407.6,8.0
Wareham,United States,41.7662,-70.6999,6650.9974999999995,7.0
Warner Robins,United States,32.5975,-83.6526,13518.0,9.0
Warren,United States,40.6323,-74.5146,1498.0,1.0
Washington,United States,35.5587,-77.0546,11377.199999999999,8.0
Washington,United States,38.6592,-87.1721,7603.496,8.0
Waterford,United States,37.6429,-120.7553,6997.69,7.0
Watertown,United States,43.9734,-75.9095,2000.52,2.0
Watertown,United States,44.9094,-97.1532,7495.0,5.0
Waukegan,United States,42.3697,-87.8716,4500.0,3.0
Waupaca,United States,44.3508,-89.0721,2000.16,2.0
Waupun,United States,43.6315,-88.7379,5995.38,6.0
Wawarsing,United States,41.7526,-74.4172,2998.0,2.0
Waynesburg,United States,39.8983,-80.1855,8986.23,9.0
Weddington,United States,35.0228,-80.7383,5700.0,4.0
Weinan,China,34.5004,109.5001,7510.0,5.0
Weslaco,United States,26.1648,-97.9898,10500.0,7.0
West Carson,United States,33.8229,-118.2931,10486.0,7.0
West Falls Church,United States,38.8648,-77.1878,1999.52,2.0
West Freehold,United States,40.2324,-74.2943,1999.7,2.0
West Haven,United States,41.2739,-72.9672,8543.4165,9.0
West Haven-Sylvan,United States,45.5164,-122.7654,14259.5,10.0
West Lafayette,United States,40.4433,-86.9238,1423.1,1.0
West Long Branch,United States,40.2883,-74.0185,4998.3,5.0
West Melbourne,United States,28.0693,-80.6734,9506.364999999998,10.0
West Memphis,United States,35.1531,-90.1995,13306.735499999999,7.0
West Modesto,United States,37.618,-121.0343,13491.0,9.0
West Palm Beach,United States,26.7469,-80.1316,11400.0,8.0
West Park,United States,25.984,-80.1923,7605.852,8.0
West Plains,United States,36.7378,-91.868,8540.595,9.0
West Point,United States,41.3646,-74.0135,7495.0,5.0
West Side Highway,United States,46.1841,-122.9178,7110.75,5.0
West View,United States,40.5182,-80.0333,4003.6,4.0
West Warwick,United States,41.6986,-71.5156,9981.65,7.0
Westborough,United States,42.2682,-71.614,11992.0,8.0
Westlake,United States,41.4524,-81.9295,7500.0,5.0
Westport,New Zealand,-41.7638,171.6028,12816.449999999999,9.0
Westwood Lakes,United States,25.7237,-80.3717,9006.57,9.0
Wexford,Ireland,52.3342,-6.4575,4503.0,3.0
White Center,United States,47.5086,-122.348,10521.0,7.0
White City,United States,40.5666,-111.8636,3998.36,4.0
White City,United States,42.4317,-122.8322,7115.5,5.0
White Marsh,United States,39.3819,-76.4574,5696.066999999999,6.0
White Oak,United States,39.0433,-76.9905,14288.0,10.0
Whitehall,United States,43.4003,-86.3406,15010.0,10.0
Wicklow,Ireland,52.975,-6.0494,9018.0,6.0
Wiener Neustadt,Austria,47.816,16.25,1501.0,1.0
Wigan,United Kingdom,53.5333,-2.6167,8550.0,6.0
Wilkes-Barre,United States,41.2468,-75.8759,14240.5,10.0
Wilkinsburg,United States,40.4442,-79.8733,19399.92,8.0
Williamston,United States,35.8468,-77.0655,1426.8999999999999,1.0
Williamstown,United States,42.6848,-73.2284,9001.529999999999,9.0
Williston Park,United States,40.7587,-73.6465,2850.0,2.0
Willowbrook,United States,41.7635,-87.9456,3002.0,2.0
Wilton,United States,38.413,-121.2127,8538.6,6.0
Winchester,United States,42.4518,-71.1463,7002.59,7.0
Wind Lake,United States,42.823,-88.1573,13500.0,9.0
Windsor,Canada,42.3333,-83.0333,12850.65,9.0
Windsor,United States,38.5418,-122.8086,11992.0,8.0
Winona Lake,United States,41.2166,-85.8106,999.74,1.0
Winter Gardens,United States,32.8376,-116.9268,11992.0,8.0
Woburn,United States,42.4869,-71.1543,4357.6,1.5
Wood Dale,United States,41.9665,-87.9808,7598.86,8.0
Woodbury,United States,41.3284,-74.1004,8547.093,9.0
Woonsocket,United States,42.001,-71.4993,1000.43,1.0
Wuhan,China,30.58,114.27,4999.25,5.0
Wukari,Nigeria,7.8704,9.78,5700.0,4.0
Wynne,United States,35.2326,-90.7895,1425.0,1.0
Wyomissing,United States,40.3317,-75.9703,7599.924,8.0
Wŏnju,"Korea, South",37.3551,127.9396,2848.1,2.0
Xewkija,Malta,36.0328,14.2581,11392.4,8.0
Xiantao,China,30.3704,113.44,1498.0,1.0
Xining,China,36.62,101.77,1499.0,1.0
Xinyang,China,32.1304,114.07,20043.324,6.333333333333333
Yambol,Bulgaria,42.4833,26.5,4500.0,3.0
Yangjiang,China,21.8504,111.97,1426.8999999999999,1.0
Yardımlı,Azerbaijan,38.9077,48.2405,1901.197,2.0
Yarmouth,United States,41.6768,-70.2248,3000.0,2.0
Yasothon,Thailand,15.788,104.151,7500.0,5.0
Yegor’yevsk,Russia,55.3848,39.0294,6003.66,6.0
Yei,South Sudan,4.0904,30.68,2998.0,2.0
Yekaterinburg,Russia,56.85,60.6,7505.0,5.0
Yendi,Ghana,9.4337,-0.0167,3006.0,2.0
Yeysk,Russia,46.6988,38.2634,4280.7,3.0
Yingkou,China,40.6703,122.28,8504.29,4.0
Yopal,Colombia,5.347,-72.406,14259.5,10.0
Yorkville,United States,41.6561,-88.4508,15408.2,6.0
Yulee,United States,30.635,-81.5678,4497.0,3.0
Yuxi,China,24.38,102.57,5696.2,4.0
Zacapa,Guatemala,14.972,-89.529,13500.0,9.0
Zachary,United States,30.6642,-91.1634,11384.8,8.0
Zaghouan,Tunisia,36.4,10.147,7500.0,5.0
Zalantun,China,48.0,122.72,5707.599999999999,4.0
Zanzibar,Tanzania,-6.16,39.2,8988.0,6.0
Zaqatala,Azerbaijan,41.6316,46.6448,9002.34,9.0
Zaragoza,Spain,41.65,-0.89,8545.2975,9.0
Zarasai,Lithuania,55.7322,26.2512,7485.0,5.0
Zaria,Nigeria,11.08,7.71,3799.2875,2.0
Zelënodol’sk,Russia,55.8406,48.655,9981.65,7.0
Zgornje Gorje,Slovenia,46.3833,14.0833,14259.5,10.0
Zhangjiakou,China,40.83,114.93,950.361,1.0
Zhezqazghan,Kazakhstan,47.78,67.77,9975.0,7.0
Zhigansk,Russia,66.7697,123.3711,7505.0,5.0
Zhosaly,Kazakhstan,45.4877,64.078,10500.0,7.0
Zhuzhou,China,27.83,113.15,2998.0,2.0
Zhytomyr,Ukraine,50.2456,28.6622,950.0569999999999,1.0
Zunyi,China,27.7,106.92,5707.599999999999,4.0
Zəngilan,Azerbaijan,39.0837,46.6599,4500.0,3.0
Üshtöbe,Kazakhstan,45.2653,77.97,1899.5439999999999,2.0
Āgra,India,27.1704,78.015,4280.7,3.0
Āsansol,India,23.6833,86.9833,2000.74,2.0
Čaška,Macedonia,41.6487,21.6922,7001.75,7.0
Črnomelj,Slovenia,45.5711,15.1889,12816.449999999999,9.0
Điện Biên Phủ,Vietnam,21.3854,103.0161,4277.849999999999,3.0
Đông Hà,Vietnam,16.85,107.1333,3000.27,3.0
Ōtsu,Japan,35.0064,135.8674,10493.0,7.0
Şoldăneşti,Moldova,47.8161,28.7972,4272.15,3.0
Şuşa,Azerbaijan,39.7601,46.7499,14240.5,10.0
Şūr,Oman,22.5667,59.5289,8561.4,6.0
Şəmkir,Azerbaijan,40.8297,46.0178,1998.78,2.0
Šalovci,Slovenia,46.825,16.2981,3002.0,2.0
Šentjernej,Slovenia,45.84,15.3361,4750.0,5.0
Škofja Loka,Slovenia,46.1672,14.3089,2850.0,2.0
Švenčionys,Lithuania,55.133,26.1595,12807.9,9.0
Žužemberk,Slovenia,45.8339,14.9292,4503.0,3.0
Ḩā’il,Saudi Arabia,27.5236,41.7001,14250.0,10.0
‘Ataq,Yemen,14.55,46.8,3000.0,2.0
‘Ibrī,Oman,23.2254,56.517,13509.0,9.0
